offset,paintrace,annotation
1000,0.13756683468818665,
2000,0.168625608086586,
3000,0.18301692605018616,
4000,0.18832065165042877,
5000,0.19286565482616425,
6000,0.19135065376758575,
7000,0.1921069473028183,
8000,0.19589567184448242,
9000,0.19438065588474274,
10000,0.19816695153713226,
11000,0.1974106729030609,
12000,0.1974106729030609,
13000,0.19665437936782837,
14000,0.1989256739616394,
15000,0.20119696855545044,
16000,0.207259401679039,
17000,0.20347067713737488,
18000,0.2019556760787964,
19000,0.20498810708522797,
20000,0.20119696855545044,
21000,0.2057468295097351,
22000,0.20650310814380646,
23000,0.2057468295097351,
24000,0.20271439850330353,
25000,0.20271439850330353,
26000,0.20347067713737488,
27000,0.20271439850330353,
28000,0.20498810708522797,
29000,0.2155931293964386,
30000,0.2171081304550171,
31000,0.20347067713737488,
32000,0.2019556760787964,
33000,0.20498810708522797,
34000,0.20801812410354614,
35000,0.207259401679039,
36000,0.2155931293964386,
37000,0.21483685076236725,
38000,0.21028940379619598,
39000,0.21104812622070312,
40000,0.2087768316268921,
41000,0.2087768316268921,
42000,0.207259401679039,
43000,0.21104812622070312,
44000,0.21104812622070312,
45000,0.21180683374404907,
46000,0.21104812622070312,
47000,0.21180683374404907,
48000,0.20953312516212463,
49000,0.20650310814380646,
50000,0.20953312516212463,
51000,0.21180683374404907,
52000,0.21104812622070312,
53000,0.21331942081451416,
54000,0.20953312516212463,
55000,0.21028940379619598,
56000,0.21483685076236725,
57000,0.21256312727928162,
58000,0.21862313151359558,
59000,0.2171081304550171,
60000,0.23983317613601685,
61000,0.2208968549966812,
62000,0.22619815170764923,
63000,0.2239268571138382,
64000,0.22846944630146027,
65000,0.23452945053577423,
66000,0.24361947178840637,
67000,0.24210689961910248,R calibration 
68000,0.24513690173625946,
69000,0.24286319315433502,
70000,0.23452945053577423,
71000,0.23831817507743835,
72000,0.23301687836647034,
73000,0.2390768975019455,
74000,0.23452945053577423,
75000,0.22316814959049225,
76000,0.21786685287952423,
77000,0.21483685076236725,
78000,0.21104812622070312,
79000,0.21483685076236725,
80000,0.21634942293167114,
81000,0.2171081304550171,
82000,0.21937942504882812,
83000,0.2443781942129135,
84000,0.22771315276622772,
85000,0.23528817296028137,
86000,0.22543944418430328,
87000,0.2239268571138382,
88000,0.2224094271659851,
89000,0.22619815170764923,
90000,0.2224094271659851,
91000,0.22771315276622772,
92000,0.23149944841861725,
93000,0.2292281538248062,
94000,0.22619815170764923,
95000,0.2292281538248062,
96000,0.23528817296028137,
97000,0.2322581708431244,
98000,0.23301687836647034,
99000,0.22998687624931335,
100000,0.23452945053577423,
101000,0.2307431697845459,
102000,0.23377317190170288,
103000,0.2307431697845459,
104000,0.23149944841861725,
105000,0.23149944841861725,
106000,0.22998687624931335,
107000,0.22998687624931335,
108000,0.23377317190170288,
109000,0.23680317401885986,
110000,0.2307431697845459,
111000,0.23604688048362732,
112000,0.2322581708431244,
113000,0.23149944841861725,
114000,0.23452945053577423,
115000,0.23680317401885986,
116000,0.2390768975019455,
117000,0.24664948880672455,
118000,0.23149944841861725,L calibration 
119000,0.2777082622051239,
120000,0.31179705262184143,
121000,0.2746782600879669,
122000,0.22543944418430328,
123000,0.19589567184448242,
124000,0.22013814747333527,
125000,0.27013325691223145,
126000,0.28149697184562683,
127000,0.27997955679893494,
128000,0.2671032249927521,
129000,0.29512956738471985,
130000,0.3110383152961731,
131000,0.3367933928966522,
132000,0.3330070972442627,
133000,0.33906710147857666,
134000,0.3466396927833557,
135000,0.3261883556842804,
136000,0.3057370185852051,
137000,0.2958883047103882,
138000,0.29209956526756287,
139000,0.28679826855659485,
140000,0.2822532653808594,
141000,0.26482951641082764,
142000,0.2542269229888916,
143000,0.2511969208717346,
144000,0.23983317613601685,
145000,0.2322581708431244,
146000,0.22695687413215637,
147000,0.21862313151359558,
148000,0.2224094271659851,
149000,0.2155931293964386,
150000,0.21104812622070312,
151000,0.2057468295097351,
152000,0.2087768316268921,
153000,0.19816695153713226,
154000,0.19286565482616425,
155000,0.18604692816734314,
156000,0.18907694518566132,
157000,0.18301692605018616,
158000,0.1822606325149536,
159000,0.1822606325149536,
160000,0.1852906495332718,
161000,0.18453435599803925,
162000,0.18680565059185028,
163000,0.18604692816734314,
164000,0.18680565059185028,
165000,0.18756435811519623,
166000,0.18604692816734314,
167000,0.18756435811519623,
168000,0.1905943751335144,
169000,0.1905943751335144,
170000,0.1936243772506714,
171000,0.19286565482616425,
172000,0.19286565482616425,
173000,0.1936243772506714,
174000,0.19513694941997528,
175000,0.1936243772506714,
176000,0.19816695153713226,
177000,0.207259401679039,
178000,0.20119696855545044,
179000,0.19286565482616425,
180000,0.1974106729030609,
181000,0.19513694941997528,
182000,0.19589567184448242,
183000,0.19438065588474274,
184000,0.19286565482616425,
185000,0.1936243772506714,
186000,0.19589567184448242,
187000,0.1974106729030609,
188000,0.20119696855545044,
189000,0.2019556760787964,
190000,0.207259401679039,
191000,0.1974106729030609,
192000,0.1989256739616394,
193000,0.1989256739616394,
194000,0.19968438148498535,
195000,0.21256312727928162,
196000,0.2171081304550171,
197000,0.2171081304550171,
198000,0.2057468295097351,
199000,0.2019556760787964,
200000,0.20422697067260742,
201000,0.20650310814380646,
202000,0.207259401679039,
203000,0.21180683374404907,
204000,0.20801812410354614,
205000,0.2057468295097351,
206000,0.207259401679039,
207000,0.2224094271659851,
208000,0.21180683374404907,
209000,0.21256312727928162,
210000,0.21028940379619598,
211000,0.21634942293167114,
212000,0.21180683374404907,
213000,0.21028940379619598,
214000,0.21634942293167114,
215000,0.2171081304550171,
216000,0.24286319315433502,
217000,0.2239268571138382,
218000,0.21331942081451416,
219000,0.2155931293964386,
220000,0.21483685076236725,
221000,0.21483685076236725,
222000,0.21180683374404907,
223000,0.20953312516212463,
224000,0.21028940379619598,
225000,0.2155931293964386,
226000,0.21104812622070312,
227000,0.21256312727928162,
228000,0.23377317190170288,
229000,0.21180683374404907,
230000,0.21937942504882812,
231000,0.21483685076236725,
232000,0.2140781283378601,
233000,0.21786685287952423,
234000,0.21862313151359558,
235000,0.22013814747333527,
236000,0.22468315064907074,
237000,0.2239268571138382,
238000,0.22165314853191376,
239000,0.22165314853191376,
240000,0.22468315064907074,
241000,0.2224094271659851,
242000,0.22316814959049225,
243000,0.22468315064907074,
244000,0.21862313151359558,
245000,0.21937942504882812,
246000,0.21937942504882812,
247000,0.2155931293964386,
248000,0.21634942293167114,
249000,0.21634942293167114,
250000,0.21331942081451416,
251000,0.21862313151359558,
252000,0.24210689961910248,
253000,0.2208968549966812,
254000,0.22013814747333527,
255000,0.22013814747333527,
256000,0.2239268571138382,
257000,0.2239268571138382,
258000,0.22543944418430328,
259000,0.22543944418430328,
260000,0.22619815170764923,
261000,0.22771315276622772,
262000,0.2155931293964386,
263000,0.21483685076236725,
264000,0.21104812622070312,
265000,0.21483685076236725,
266000,0.2155931293964386,
267000,0.2224094271659851,
268000,0.2224094271659851,
269000,0.2208968549966812,
270000,0.22165314853191376,
271000,0.22013814747333527,
272000,0.22468315064907074,
273000,0.22998687624931335,
274000,0.23301687836647034,
275000,0.21937942504882812,
276000,0.23604688048362732,
277000,0.24210689961910248,Lie down
278000,0.24513690173625946,
279000,0.23149944841861725,
280000,0.2307431697845459,
281000,0.2155931293964386,
282000,0.23528817296028137,
283000,0.2405894696712494,
284000,0.22846944630146027,
285000,0.21483685076236725,
286000,0.2155931293964386,
287000,0.20498810708522797,
288000,0.20119696855545044,
289000,0.20422697067260742,
290000,0.20271439850330353,
291000,0.2171081304550171,
292000,0.20801812410354614,
293000,0.19589567184448242,
294000,0.20271439850330353,
295000,0.20422697067260742,
296000,0.20498810708522797,
297000,0.20422697067260742,
298000,0.20953312516212463,
299000,0.2155931293964386,
300000,0.21786685287952423,
301000,0.2140781283378601,
302000,0.2140781283378601,
303000,0.21256312727928162,
304000,0.21483685076236725,
305000,0.21331942081451416,
306000,0.2292281538248062,
307000,0.2155931293964386,
308000,0.21483685076236725,
309000,0.21180683374404907,
310000,0.2140781283378601,
311000,0.21483685076236725,
312000,0.21028940379619598,
313000,0.21483685076236725,
314000,0.21331942081451416,
315000,0.21180683374404907,
316000,0.21634942293167114,
317000,0.23301687836647034,
318000,0.22468315064907074,
319000,0.21937942504882812,
320000,0.21862313151359558,
321000,0.21483685076236725,
322000,0.2140781283378601,
323000,0.20650310814380646,
324000,0.20650310814380646,
325000,0.21256312727928162,
326000,0.21331942081451416,
327000,0.20953312516212463,
328000,0.2087768316268921,
329000,0.21104812622070312,
330000,0.21180683374404907,
331000,0.21180683374404907,
332000,0.2239268571138382,
333000,0.22543944418430328,
334000,0.2322581708431244,
335000,0.22695687413215637,
336000,0.22165314853191376,
337000,0.22846944630146027,
338000,0.23831817507743835,
339000,0.23604688048362732,
340000,0.2405894696712494,
341000,0.22998687624931335,
342000,0.22846944630146027,
343000,0.24286319315433502,
344000,0.24513690173625946,
345000,0.24210689961910248,
346000,0.22543944418430328,
347000,0.22316814959049225,
348000,0.2239268571138382,
349000,0.22013814747333527,
350000,0.2224094271659851,
351000,0.23604688048362732,
352000,0.23528817296028137,
353000,0.23301687836647034,
354000,0.23377317190170288,
355000,0.2390768975019455,
356000,0.23528817296028137,
357000,0.23301687836647034,
358000,0.22998687624931335,
359000,0.23149944841861725,
360000,0.23149944841861725,
361000,0.23680317401885986,
362000,0.23301687836647034,
363000,0.22998687624931335,
364000,0.22468315064907074,
365000,0.25195321440696716,
366000,0.23301687836647034,
367000,0.22695687413215637,
368000,0.23452945053577423,
369000,0.22695687413215637,
397000,0.3428533971309662,Big shake
398000,0.27164825797080994,
399000,0.25043821334838867,
400000,0.2527095079421997,
401000,0.24361947178840637,
402000,0.24286319315433502,
403000,0.2390768975019455,
404000,0.24286319315433502,
405000,0.2390768975019455,
406000,0.24286319315433502,
407000,0.24134817719459534,
408000,0.2390768975019455,
409000,0.2390768975019455,
410000,0.24134817719459534,
