offset,paintrace,annotation
1000,4.398631572723389,
2000,6.115726947784424,
3000,6.9072442054748535,
4000,7.279899597167969,
5000,7.462438583374023,
6000,7.559390544891357,
7000,7.640435695648193,
8000,7.644978046417236,
9000,7.673764705657959,
10000,7.679065704345703,
11000,7.679823875427246,
12000,7.670732498168945,
13000,7.663156032562256,
14000,7.658614158630371,
15000,7.660126209259033,
16000,7.681336402893066,
17000,7.670732498168945,
18000,7.668458938598633,
19000,7.660126209259033,
20000,7.6563401222229,
21000,7.669973850250244,
22000,7.6616435050964355,
23000,7.657855033874512,
24000,7.648766040802002,
25000,7.657855033874512,
26000,7.6411919593811035,
27000,7.633617877960205,
28000,7.628317356109619,
29000,7.630588054656982,
30000,7.641948223114014,
31000,7.657855033874512,
32000,7.629829406738281,
33000,7.629829406738281,
34000,7.648007869720459,
35000,7.616954326629639,
36000,7.624528408050537,
37000,7.650280952453613,
38000,7.660884857177734,
39000,7.646495342254639,
40000,7.641948223114014,
41000,7.628317356109619,
42000,7.635132312774658,
43000,7.632859230041504,
44000,7.614681243896484,
45000,7.621499061584473,
46000,7.607109546661377,
47000,7.733599662780762,
48000,7.9009928703308105,Y
49000,7.891145706176758,
50000,7.820701599121094,
51000,7.7934346199035645,
52000,7.738900184631348,
53000,7.6964850425720215,
54000,7.669215202331543,
55000,7.643465518951416,
56000,7.619227886199951,
57000,7.623013973236084,
58000,7.6252875328063965,
59000,7.614681243896484,
60000,7.634376525878906,
61000,7.672245025634766,
62000,7.713150501251221,
63000,7.682095527648926,
64000,7.6411919593811035,
65000,7.616954326629639,
66000,7.541212558746338,
67000,7.389726161956787,
68000,7.32837438583374,
69000,7.389726161956787,Z
70000,7.433656692504883,
71000,7.473801136016846,
72000,7.49576473236084,
73000,7.491220474243164,
74000,7.488190650939941,
75000,7.479101657867432,
76000,7.491220474243164,
77000,7.511669635772705,
78000,7.551057815551758,
79000,7.557117462158203,
80000,7.559390544891357,
81000,7.559390544891357,
82000,7.5654497146606445,
83000,7.576053619384766,
84000,7.588172435760498,
85000,7.582113265991211,
86000,7.57075309753418,
87000,7.582113265991211,
88000,7.615439414978027,
89000,7.61846923828125,
90000,7.604835510253906,
91000,7.602562427520752,
92000,7.576053619384766,
93000,7.522278308868408,
94000,7.480616569519043,
95000,7.4571356773376465,
96000,7.44880485534668,
97000,7.441230773925781,
98000,7.435927867889404,
99000,7.418508052825928,
100000,7.405631065368652,
101000,7.4018449783325195,
102000,7.40260124206543,
103000,7.404118537902832,
104000,7.372304439544678,
105000,7.34806489944458,
106000,7.301106929779053,
107000,7.222335338592529,
108000,7.191277503967285,Z
109000,7.263233661651611,
110000,7.315496444702148,
111000,7.332159996032715,
112000,7.338219165802002,
113000,7.351852893829346,
114000,7.357156276702881,
115000,7.348823070526123,
116000,7.342763900756836,
117000,7.32837438583374,
118000,7.2639923095703125,Z
119000,7.263233661651611,
120000,7.3351898193359375,
121000,7.370033264160156,
122000,7.345035076141357,
123000,7.336704254150391,
124000,7.339734077453613,
125000,7.322314739227295,
126000,7.305649280548096,
127000,7.317768096923828,
128000,7.325344562530518,
129000,7.336704254150391,
130000,7.325344562530518,
131000,7.322314739227295,
132000,7.336704254150391,
133000,7.3351898193359375,
134000,7.332916259765625,
135000,7.345035076141357,
136000,7.333674907684326,
137000,7.322314739227295,
138000,4.216848373413086,
139000,1.9263746738433838,
140000,0.9106591939926147,
141000,0.44181033968925476,
142000,0.22897177934646606,
143000,0.12596029043197632,
